company,count
"FALONI & ASSOCIATES, LLC",2
"CMD Investment Group, Inc.",2
ROSS MORTGAGE CORPORATION,2
Better Debt Solutions LLC,2
PERL MORTGAGE,2
"Direct, Inc",2
"The Law Office of Alan Pritchard, PLLC",2
"Resurgence Capital, LLC",2
"Emerald AR Systems, LLC",2
FINEX Group LLC,2
"Professional Recovery, Inc.",2
Southern Star Automotive Inc.,2
Law Offices of Bradley G Nykamp PC,2
CMK Investments Inc,2
"Straley & Otto, P.A.",2
Texas Mortgage Lending LLC,2
M Squared Financial LLC,2
"MFG Financial, Inc.",2
Allied Consumer Assistance,2
"SouthLaw, P.C.",2
Vargo & Janson PC,2
Speed Investments LLC,2
"Adobe Settlement Group, LLC",2
Freedom Financial Capital LLC,2
People's Finance Co,2
"Alisa Katz Campbell, P.C.",2
"Boomerang Capital Partners, LLC",2
J. Scott Watson,2
Thrifty Motors Inc.,2
"Advanced Collection Services, LTD",2
"The Law Offices of Quinn M. Kofford, P.C.",2
TRACO INVESTMENT CORP,2
Divergent Consumer Services,2
JAYANDBEE INC /dba/ HOOSIER ACCOUNTS SERVICE,2
"Feldman & Stern, LLC",2
"WYNDHAM CAPITAL MORTGAGE, INC.",2
Central Atlantic Sales Inc. T/A Priority Buy Here Pay Here,2
Certify Student Services,2
HOME FINANCING CENTER,2
"COMPASS FINANCIAL HOLDING GROUP, LLC",2
"Precise Financial Group, LLC",2
"American Mortgage Services,  Inc",2
"Equity Settlement Services, Inc.",2
"Automotive Financial of America, Inc.",2
Park View Credit,2
Unisource Joint Ventures LLC,2
"Zimmerman & Zimmerman, P.A.",2
"Arundina, LLC",2
CHARTER CAPITAL CORPORATION,2
Aura Mortgage Advisors LLC,2
"Johnstown Credit Bureau, Inc.",2
"Cars-N-Credit Finance, Inc.",2
ABC Loan of Martinez/ Georgia Finco Holding Corp,2
"FirstCollect, Inc.",2
"Envision Payment Solutions, Inc.",2
"Hood & Stacy, P.A.",2
Midwest Finance Corporation,2
Farm Bureau Finance Company,2
Woodward Capital LLC,2
Pennie Mgmt LLC,2
Triple AC Resolutions,2
"Tayne Law Group, P. C.",2
National Background Solution,2
"Onset Financial, Inc.",2
"Nelson, Cooper & Ortiz, LLC",2
Bell Financial Services,2
"Thunderbird Finance Management, LC",2
"Optimum First, Inc.",2
"DebtHelp, Inc",2
"Horizon Digital Finance Holdings, Inc",2
Scott Kroner PLC,2
"DISCOUNT BANCORP, INC.",2
CITY CREEK MORTGAGE CORP.,2
"Mesa Auto Finance, LLC",2
"LeasePoint Funding Group, LLC",2
"Sago Financial, Inc.",2
First Choice MH LLC,2
"National Credit Care, LLC",2
"Credit Bureau of Columbia, Inc.",2
"National Bureau of Collections, Inc",2
Alpha Recovery Corp,2
First Pacific Funding Inc.,2
Barker Financial LLC,2
Credit Recovery Consultants,2
Consumer Solutions Group,2
"Cypress Creek Financial, LLC",2
"Greenback Recovery Group, LLC",2
JFK FINANCIAL INC.,2
"Razor Capital, LLC",2
Home Headquarters Inc,2
Vericheck,2
"Crawford & von Keller, LLC",2
SENTE MORTGAGE,2
"Roberts Law, LLC",2
"Critical Ideas, Inc.",2
Rapid Auto Loans LLC,2
R.C. Temme Corporation,2
"Association Capital Resources, LLC",2
"United Military Mortgage, LLC",2
"Wyolaw, LLC",2
"Advanced Call Center Technologies, LLC",2
"HARTFORD FUNDING, LTD",2
"VICTORIAN FINANCE, LLC",2
"Cardinal Accounts, Inc.",2
MST Consulting LLC,2
Vantage Point Group,2
"SOUTHPOINT FINANCIAL SERVICES, INC.",2
"Noam J. Cohen, PA",2
Fast Money Loan,2
"Fair Resolutions, Inc.",2
"Leib Solutions, LLC",2
Biorn Corporation,2
CBC Mortgage Agency,2
"Apex Recovery Services, LLC",2
Sterling  Hill Financial,2
"Cascade Collections, Inc.",2
"Tier Capital, LLC",2
"Newman & Marquez, P.A.",2
Mortgage Vintage Inc.,2
Cash In Minutes,2
"Tavelli Co., Inc. dba Tavco Credit Services",2
Sammamish Mortgage Company,2
Business Credit Management Associates,2
"West Michigan Mortgage, LLC",2
"Best in Funding, Inc.",2
"Creditors Specialty Northwest, Inc.",2
Nationwide Servicing Center Inc,2
"SpeedyCash, Inc.",2
"Orchard Mortgage, LLC",2
"PLM Lender Services, Inc.",2
FundFlare LLC,2
Gallatin Valley Financial,2
"Upstate Collection Center, Inc.",2
"Automated Accounts, Inc.",2
"BOGMAN, INC",2
"Douglas L. Brooks, PC",2
"Interstate Credit Solutions, LLC",2
NATIONWIDE ADVANTAGE MORTGAGE COMPANY,2
"Reference Services, Inc.",2
"Associated Collectors, Inc.",2
"Consumer Attorneys of America, P.A.",2
Prisma Capital LLC,2
Biltmore Asset Management LLC,2
Management Location Services Inc.,2
"Keystone Lending Alliance, LLC",2
"V.I.P. MORTGAGE, INC.",2
"LENCO FINANCE OF CARENCRO, INC",2
"All Credit Considered Mortgage, Inc.",2
Revenue Cycle Management Corp,2
"Luno US, Inc.",2
Cross Country Financial Corporation,2
"Caramel Dealer Services, LLC",2
BRIDGELOCK CAPITAL,2
"ALE Solutions, Inc.",2
"My Mortgage, Inc.",2
"Great Lakes Home Mortgage, Inc.",2
Thunder Auto Finance LLC,2
MODERN FINANCE COMPANY,2
"USA Cash Services Management, Inc.",2
Felhaber Larson,2
Collaborative Resolution Group,2
Auto Loan Inc.,2
Baxter Bailey & Associates,2
First Class Autos Inc,2
FIRST ALLIANCE HOME MORTGAGE,2
"Reliant Home Funding, Inc",2
"Equity Express Mortgage, LLC",2
"Costello Sury & Rooney, P.C.",2
"Bristlecone, Inc.",2
"Steven R. Hrdlicka, Attorney at Law",2
Maynard Nexsen PC,2
"SMS Financial, LLC",2
"Key, Greer, Harrison & Casey",2
Arias Bosinger,2
"Secured Resolutions, LLC",2
Visio Financial Services Inc.,2
"CoreTitle, LLC",2
"Crawfordsville CCB, Inc.",2
"A/R CONCEPTS, INC.",2
Two Dots Inc.,2
"Pankey & Horlock, LLC",2
ASSOCIATED MORTGAGE BANKERS IN,2
"Affirmative Law, PC",2
"1 STOP MONEY CENTERS, LLC",2
Credit Suite Inc.,2
"Professional Adjustment Bureau of Mid-America, Inc.",2
"Pittenger Law Group, LLC.",2
Equitable Acceptance Corp,2
"Openonline, LLC",2
"Search ROI, LLC",2
CF Funding,2
Springboard CDFI,2
"Cornerstone Residential Lending Solutions, Inc",2
"Kratochvil Law, P.C.",2
CARILION CLINIC,2
"Automania, Inc",2
"Thomas & Thomas Attorneys and Counselors at Law, LLC",2
"Dimand Law Offices, P.C.",2
"LegumFitzpatrick, PLC",2
Tidalwave Finance Corporation,2
ALPHA COLLECTION SERVICES,2
"American Credit Systems, Inc",2
"Olympus Law Firm, PLLC",2
PLEASANT VALLEY HOME MORTGAGE,2
"North American Collectors, Inc.",2
"Darby Law Firm, LLC",2
"Accelerated Financial Solutions, LLC",2
"University Lending Group, LLC",2
"Cashbak, LLC",2
CIS DIRECT LENDING,2
"NORTH HIGHLAND HOLDING COMPANY LLC, THE",2
Kompato AI Inc,2
Huron Law Group PLLC,2
The B & F Corporation d/b/a OK Loan Service,2
Fortress University Inc.,2
Sky Venture Holdings LLC,2
"J & B Endeavors, LLC",2
"MM Finance, LLC, Bellevue, NE Branch",2
"Peterson Young P.C., d/b/a  Miller Cohen Peterson Young P.C.",2
Accountable Finance Inc,2
Saddleback Acceptance Corporation,2
"Schriever Legal, PLLC",2
Columbus Finance Inc.,2
"Alexander, Winton & Associates, Inc.",2
MCI Mortgage Inc,2
Intelligent Mortgage and Consulting Services LLC,2
The Hallstrom Law Firm PLLC,2
"FM Home Loans, LLC",2
"Rutledge Law Firm, P.C",2
College Assist,2
"Stephen Einstein & Associates, P.C.",2
Great Lakes Entities,2
Loancutters Inc.,2
"SMARTPAY, LLC",2
Solera,2
North Dakota Housing Finance Agency,2
"WINN LAW GROUP, APC",2
"Eads Murray & Pugh, P.C.",2
"North Georgia Regional Collection Agency, Inc.",2
Credit Bureau of Havre,2
Rossman & Co & PCB,2
Peerless Credit Services Inc,2
Wilson Breit,2
"Money Matters Professional Collections, LLC",2
Xtreme Products LLC,2
"Capital Auto Credit, LLC",2
Meridian Buyer’s Group,2
"LLOYD'S PLAN, INC.",2
"MAGGUILLI LAW FIRM, PLLC",2
"Advanced Recovery Systems, Inc. (PA)",2
"Glick Management, LLC",2
Cal-Tenn Financial LLC,2
Changed Inc.,2
Glassen Rhead Mclean Campbell & Schumaker P.L.C.,2
Chesmar Homes,2
"Local Data Recovery, LLC",2
Secure One Capital Corporation,2
Advantage Credit Bureau Inc.,2
Strand Finance Inc.,2
"Auto World Financial, Inc.",2
"Pivot Financial Partners, Inc.",2
"Fairfax Consolidated, LLC",2
RenoFi Inc.,2
"Girvin & Ferlazzo, P.C.",2
Nationwide Arbitration Services LLC,2
ACRE MORTGAGE,2
"Friedman & Associates, LLC",2
"NorthShore Financial, L.L.C.",2
ALG Trustee LLC,2
"Westview Financial Services VA, LLC",2
PLATINUM HOME MORTGAGE CORPORATION,2
Auto One Acceptance LLC,2
"Miller Investment Group, Inc DBA AutoNow",2
National Home Buyer’s Alliance,2
Weinman Acquisition Group,2
"WRJ Holdings, LLC",2
"F10 Financial Group, LLC",2
"SANFORD & ADAMS, Attorneys at Law PLLC",2
"North Georgia Loans, Inc.",2
"Fountainhead Commercial Capital, LLC",2
"ALL FAMILY FINANCE, LLC",2
Niederman Stanzel & Lindsey,2
"Grisham Cummins, LLC",2
"Lipsey, Morrison, Waller & Lipsey, P.C.",2
"DMEC Capital Services LLC, DBA Settle Our Debt",2
"Automotive Funding Group, Inc",2
Amerifund Home Mortgage LLC,2
DAVIDSON FINK LLP,2
"Tapper and Fratto, LLC",2
CW Financial,2
Maple Finance Company,2
Cambridge Credit Counseling Corp.,2
"Harrison Financial, LLC",2
"Frontline Financial, LLC",2
"Mr. Mortgage, LLC",2
"Anderson and Associates Credit Services, LLC",2
LATIN AMERICAN FINANCIAL,2
"ZOA, LLC",2
"VeriCore, LLC",2
Barton Benson Jones PLLC,2
Doctor Billa LLC,2
Rutherford Credit,2
"Andrews Law Firm, PLLC",2
Law Offices of Michael Lupolover,2
ECN Platinum LLC,2
"Pinnacle Lending Group, Inc.",2
KOP Collection Services LLC,2
"Metro Area Collection Service, Inc.",2
"EML Payments USA, LLC",2
RR Resource-Recovery,2
GETM INCORPORATED,2
BCO Consulting Services,2
East Coast Funding Group,2
Shield Home Loans Inc.,2
Iconic Mortgage Corp.,2
Double D Finance dba Idaho Finance,2
LAGO Funding Corp.,2
Greyhound Capital Group LLC,2
RGV Loans LLC,2
BANCO PICHINCHA MIAMI AGENCY,2
"Northeastern Credit Services, Inc.",2
"Compattia Roccia Management Group, LLC",2
FEARON FINANCIAL LLC,2
"US Claims Litigation Funding, LLC",2
"Credit Regulating Services, Inc.",2
"Equihome, LLC",2
Amicus Lending,2
F&L Marketing Enterprises LLC,2
RumbleOn Finance LLC,2
"Deal Depot, Inc.",2
TICE ASSOCIATES INC,2
Novea Portfolio Management LLC,2
"Wilco Finance, Inc",2
Trans-Fast Remittance LLC,2
"Kirschbaum, Nanney, Keenan & Griffin, P.A.",2
Master Finance Corporation,2
1st Nationwide Mortgage of Texas Corp.,2
Longhorn Asset Management LLC,2
Precision Capital Mediation,2
"3D Financial, LP",2
VISION ONE MORTGAGE,2
SE Capital Corp dba Credito Familiar,2
Cypress Collections,2
"Transfermate, Inc.",2
Credit Bureau Central Inc (MS),2
"Moria Development, Inc.",2
"Powerhouse Solutions, Inc.",2
"The Law Offices of Barry J. Gammons, PLLC",2
Debt Busters,2
Suburban Credit Corporation,2
"John B. Ingleson, Attorney at Law",2
"Christensen Financial, Inc.",2
Automotive Partners Funding,2
The Cook Law Office PLLC,2
TGA,2
"Members Mortgage Services, L.L.C.",2
"Ace Customer Services, LLC",2
Northern Lakes Mortgage LLC,2
"Liberty Holdings, LLC",2
"Gillman Interests, Inc.",2
"Pivot Rock Solutions, LLC",2
HomeServices of Iowa,2
CapitalHut Finance,2
Lovitts Auto Sales Inc,2
"Clunk Hoose Co., LPA",2
"Atlanta Check Cashers, Inc",2
"Partnerships & Investments, LLC",2
"Selection Management Systems, Inc.",2
Premlo Inc.,2
Consumer Receivables Management LLC,2
"AlpacaDB, Inc.",2
"Friedman Law Associates, PC",2
"Zakheim Law Group, P.A.",2
Medical Services Inc,2
Albuquerque Auto Outlet,2
Roseth Mortgage LLC,2
NJ LENDERS CORP,2
Ershowsky Verstandig PLLC,2
208 Capital Holdings LLC,2
"ADVANCED DEBT COLLECTION, INC.",2
Ray Skillman Westside Imports Inc,2
Zingo Cash Illinois LLC,2
"Advantage Financial Services of Covington, LLC",2
Origen Financial Services LLC,2
"Financial Triangle, Inc.",2
"AGS Financial, Inc",2
"Mineola Texas Star, LLC.",2
Chrebet Associates  LLC,2
Solvent Plus LLC,2
"Arthur B. Adler & Associates, Ltd",2
"The Accounts Retrievable System, Inc.",2
"Escrow and Title Services, Inc.",2
American Credit,2
FIRST MORTGAGE COMPANY,2
Speedee Cash Management,2
ZOOM HOME LENDING LLC,2
"National Bond And Collection Associates, Inc.",2
Advanced Portfolio Group LLC,2
"Strategic Automotive Servicing, LLC",2
"Union Credit, Inc.",2
Hamiltonian Inc.,2
Salary Finance Inc,2
"RH Portfolio I, LLC",2
Riehlman Shafer and Shaw LLC,2
Liberty SBF,2
"Georgia Assessment Recovery, LLC",2
"Homie Technology, Inc",2
UnBanked,2
FundLoans Capital,2
AmeriFirst Financial Corporation,2
Rivertown Credit LLC,2
Jacobs Arbitration And Associates Inc.,2
"Durango Credit and Collection Company, Inc.",2
"Stokes & Wolf, P.C.",2
"JRCM, LLC",2
"Financial Rescue, LLC",2
Alternative Collections LLC,2
"Kenneth E. Davidson, Attorney",2
PREMIUM MORTGAGE CORP,2
"Magnus Title Agency, LLC",2
Advance Loan Service,2
Henschel & Beinhaker P.A.,2
"Vendor Resource Management, Inc.",2
Xpert Home Lending Inc.,2
American Debt Consolidation,2
Mid Atlantic Auto Finance,2
Kiva Microfunds,2
Law Office of Carl Brugnoli,2
Genpact Limited,2
Finance Store Inc.,2
"Martell & Ozim, PA",2
"Universal Capital Services, Inc.",2
"United Lending Team, LLC",2
"AMKO Lending, LLC",2
ASG Solutions LLC,2
"Cuzco Capital Investment Management, LLC",2
Maury's Motors Inc DBA Midpoint Auto Group,2
"MINISTRY BRANDS, LLC",2
"Accelerate Financial, LLC",2
"AKT AMERICAN CAPITAL, INC. DBA AMERICAN CAPITAL CORP.",2
"Smart Money Capital, LLC",2
"Law Offices of Marvin S. C. Dang, LLC",2
Keys Auto Finance Inc,2
American Lending LLC,2
Law Office of Monica Guilarte LLC,2
"Plutos Sama, LLC",2
Pacific Lending LLC,2
"Cleara, LLC",2
"Borenstein & Associates, LLC",2
"Brelvis Consulting, LLC",2
"Carpenter, Hazlewood, Delgado & Bolen, PLC",2
"Digital Access, LLC",2
"Home Approvals Direct, Inc.",2
"NJ Automotive Accounts Management Co, Inc.",2
Consumer Shield,2
"NDS, LLC.",2
"E Z CASH OF DELAWARE, INC.",2
"The Orange Coast Company, LLC",2
"RD Fuller Company, LLC",2
"Frank, Frank, Goldstein & Nager, P.C.",2
Ray Skillman Northeast Imports Inc,2
HOMESTEAD FUNDING CORPORATION,2
M.L. Zager P.C.,2
US Mortgage Lenders LLC,2
"Key Star Capital, LLC",2
HomePlus Corporation,2
Covington Pike Acceptance Company,2
"Continental Currency Services, Inc.",2
"Lend Smart Mortgage, LLC",2
RESIDENTIAL HOME FUNDING CORP.,2
Milby Law Offices P.A.,2
Wharthog Ventures LLC dba Loans Not Sharks,2
"Insight Financial, LLC",2
Harrison Financial Group,2
"WOLFE FINANCIAL, INC.",2
"Universal Credit Services, Inc",2
"The Zellman Group, LLC",2
"Council Law Group, PLLC",2
"Randolph, Boyd, Cherry and Vaughan",2
Rithm Capital Corp.,2
"American Liberty Mortgage, Inc.",2
Retention Consulting Services Inc.,2
Consumer Information Bureau,2
"Spina & Lavelle, P.C.",2
Blue Bay Capital,2
"SHARP COLLECTIONS, INC",2
"Frank Innovations, Inc",2
"Lyons Law Office, LLC",2
"Oz Gram Investment, Inc.",2
Central Valley Receivables,2
"Sunset Solutions Group, LLC",2
ALMA Financial Assistance Corp.,2
"CommonBond, Inc.",2
"March Motors, Inc.",2
"CBC Credit Services, Inc.",2
"CMCS, Inc. DBA Central Mercantile Collection Services",2
"ORO OC, LLC",1
WINCHESTER SELLERS FOSTER & STEELE PC,1
"Windham Professionals, Inc.",1
Hughes Acceptance Corporation,1
Lendah LLC,1
"Jumpstart Capital Management, LLC",1
"AMERICAN FINANCIAL MANAGEMENT, INC.",1
"Even Responsible Finance, Inc.",1
Waveland LLC dba FJM,1
HUNT Real Estate Corporation,1
"Kivell, Rayment and Francis, P.C.",1
"St John Rossin & Burr, PLLC",1
"Loandrone, Inc.",1
"ERNST, ARTMANN AND ASSOCIATES, INC.",1
"Branson Quick Cash, Inc.",1
"Premier Consumer Credit Counseling, Inc.",1
"Quad Cities Financial, Inc.",1
"Texas National Holding, LLC",1
Richard H. Kream,1
EM Auto Corporation,1
"B&B Funding, LLC",1
CZFC Incorporated,1
DMA Financial Corp.,1
"The Law Office of Heather Cullen, A Professional Corporation",1
"GEMINI CAPITAL GROUP, LLC",1
WESTERN OHIO MORTGAGE,1
Rockdale Capital Management,1
F&M Capital LLC,1
Mastercars Auto Group,1
"Insight Management Partners, LLC",1
AHL Funding,1
ALASKA HOUSING FINANCE CORPORATION,1
We Finance Inc.,1
"bitFlyer USA, Inc.",1
"Cam Credits, Inc.",1
Credit Quick,1
"Davis and Goldmark, Inc.",1
"Latham Keele Lehman Ratcliff Carter & Clarke, PC",1
PINGPONG GLOBAL SOLUTIONS INC,1
Contemporary Recovery Solutions Inc.,1
"Golden Capital Services, LLC",1
GuardHill Financial LLC,1
"Dowler Law Firm, PLLC",1
"Affiliated Creditors, Inc.",1
"CollectPark, LLC",1
Class AMC Intermediate,1
"COLLECTION AGENCY OF THE HIGH COUNTRY,INC",1
"Hammerman & Hultgren, P.C.",1
"Unchained Capital, Inc.",1
"MTGLQ Investors, L.P.",1
"CARTER-JONES COLLECTION SERVICE, INC",1
"Kolter Financial Services, LLC",1
HomeQuest Mortgage Corporation,1
"Silvermine Ventures, LLC",1
"SENIOR MORTGAGE BANKERS, INC.",1
Associates Financial Solutions Inc,1
Usset Weingarden & Liebo PLLP,1
Volunteer Mortgage Inc,1
"TARRANT GROUP, LLC",1
Blackburne & Sons Realty Capital Corporation,1
"CREDIT BUREAU OF NEW ULM, INC.",1
"The RaymondPaul Group, LLC",1
"Town Square Mortgage & Investments, LLC",1
"Credit Services, Inc.",1
Electric Solidus LLC,1
AD Capital LLC,1
Emergi-Cash,1
"Integrity Home Lending, LLC",1
"Dorough & Dorough, LLC",1
SVB FINANCIAL GROUP,1
FERRANTE ASSOCIATE,1
"Futura TItle & Escrow, LLC",1
JLB CORPORATION,1
"Freisem, Macon Swann & Malone LLP",1
"CAPITAL AUTO FINANCIAL, INC.",1
Laurens Financial Services Inc,1
"Private Mortgage Advisors, LLC",1
California Enterprise Agencies,1
TITLE MIDWEST INC,1
Goodwill Finance LLC,1
William Raveis Real Estate,1
DB Premier Asset Partners LLC,1
CrediFlash LLC,1
"Valer Enterprises, Inc",1
"Assets Recovered, LLC",1
"Loom Capital, LLC",1
OpenRoad Financial Services Inc,1
Recovery Remedies Corporation,1
"Wheeler Law Firm, PLLC",1
Account Brokers Inc.,1
"CBG Financial, LLC",1
Best Ride Inc,1
TRI POINTE HOMES INC,1
"Resurgence Financial, LLC",1
"NORTHPOINT MORTGAGE, INC.",1
Blackrock Mitigation Group LLC,1
Welcome Home Finance,1
"Hertzmark, Crean & Lahey, LLP.",1
"Meyer & Njus, P.A.",1
"Brent D. Stamps, Attorney at Law",1
"Rescue 1 Financial, LLC",1
Wellmont Health System,1
AMERICAN FEDERAL MORTGAGE CORPORATION,1
"Nudge Funding, LLC",1
"Aurora Financial, LLC",1
"Phoenix Management Solutions, L.L.C.",1
AmRes Corporation,1
ADVANCED COLLECTION SOLUTIONS LLC,1
"Sanders, Ranck & Skilling, P.C.",1
Nexgen Services Inc,1
"Solidifi US, Inc.",1
"WAKEFIELD & ASSOCIATES, INC.",1
The Gentry Law Office LLC,1
"KCC Services, LLC",1
Lakeside Receivables LLC,1
"Trident Home Loans, LLC",1
C B Merchant Services,1
CITY CREDIT CORPORATION,1
"North American Asset Services, LLC",1
PINNACLE CAPITAL MORTGAGE CORP,1
"Michigan Legal Specialists, P.C.",1
ECG Debt Collection Corp.,1
Loan Fox Inc,1
North Main Motors Inc.,1
"Grant Law, LLC",1
GET A RATE LLC,1
CaseAdvance,1
"SKY FINANCIAL SERVICES, INC.",1
Covington Capital Corporation,1
MORTGAGE EQUITY PARTNERS LLC,1
Fidelity Home Group Corp.,1
HK Recovery Group Inc.,1
"Enhanced Recovery Services 2, Inc.",1
"MBM Collections, LLC",1
"Button Finance, Inc.",1
"Premier Lending, Inc.",1
"Legal Recovery Law Offices, Inc",1
"Wyatt Johnson Automotive Group Holdings, LLC",1
"Nelson, Watson & Associates, LLC",1
New Silver Lending LLC,1
"Commercial Mortgage Consultants, Inc.",1
"NorAm Capital Holdings, Inc.",1
Schaefer Legal LLC,1
Posh RE Mortgage corporation,1
"JMD,LLC",1
"Pickett Law, LLC",1
Peoples Commerce Inc,1
Levon Gukasyan DBA Garman Financial,1
Chester County Auto Finance Inc,1
"Home Lending Pal, Inc.",1
COOPERATIVA DE AHORRO Y CREDITO HATILLO,1
"Crystal R. Cole, Attorney at Law",1
"Segan, Mason & Mason, P.C.",1
"IMC Capital, LLC",1
"Union Adjustment Company, Inc.",1
"Unified Mortgage Service, Inc.",1
"Keypoint Mortgage, LLC",1
CNJ Enterprises LLC DBA Legal-Bay LLC,1
A & E Futures LLC,1
Northrim Capital Investments Co.,1
Boich Law Offices,1
"Freedom Rides, Inc.",1
"Vellum Mortgage, Inc.",1
"Marlin Mortgage Holdings, LLC",1
Cornerstone Lending Group Inc.,1
RELIABLE HOLDINGS MANAGER LLC,1
Tecco Systems,1
FIRST CENTENNIAL MORTGAGE CORP,1
"Echelon Financial, Inc.",1
"The Law Office of Peter S. Lake, P. C.",1
"Alco Collections, Inc.",1
Winton Law,1
SUMMIT MORTGAGE CORPORATION,1
Wilkie Puchi L.L.P.,1
"CORNERSTONE RESOLUTION GROUP, INC.",1
"Medical & Professional Collection Services, Inc. NC.",1
"Southeast Auto Financial Services, LLC",1
"Southwest Collection Services, LLC",1
"North Colony Law Group, PC",1
Sir Finance Corp,1
Encompass Mortgage Services Inc.,1
"WEST ASSET MANAGEMENT, INC.",1
COOPERATIVA DE AHORRO Y CREDITO BARRANQUITAS,1
"Maddocks Collection Services, LLC",1
ALPHA MORTGAGE CORPORATION,1
General Financial Group Inc,1
"TrustLine Mortgage, Inc.",1
ANDERSON FINANCIAL GROUP,1
Philip Sellers P.C.,1
"Payday Loan, LLC (CA)",1
Stone Haven Capital,1
M&S Recovery Solutions,1
Mungo Financial Group,1
RADIUS FINANCIAL GROUP INC.,1
"Law Office of Gregory Javardian, LLC",1
"Premier Auto Sales, Inc.",1
Lexicon Title Services LLC,1
"Ernst, Ernst & Artmann, Inc.",1
Loantopia,1
"Real Title Agency, LLC",1
"Affordable Auto Finance, Inc",1
"William A. Hecht, P.C.",1
Ahn Management LLC,1
"Bartley & Spears, P.C.",1
Lon Inc.,1
AFC Recovery LLC,1
"Hameroff Law Group, P.C.",1
Cross America Financial LLC,1
Legacy Funding Corporation,1
"Costner Law Office, PLLC",1
Citizen Mortgage LLC,1
"Lafayette, Ayers & Whitlock, PLC",1
Direct Capital,1
Delphi Group Inc.,1
Beach Cars of West Palm Inc.,1
NCMI Corporation,1
"Intelliloan, Inc",1
Neil Huffman Automobiles Inc.,1
"Chowder, Inc.",1
"Haws, Inc. d/b/a Loan House",1
ALCOVA MORTGAGE LLC,1
"ISCC, LLC",1
"Automotive Services Finance, Inc.",1
CRCO,1
Scranton Recovery Group LLC,1
Zeidman’s Jewelry & Loan of Michigan,1
"CMM of Louisiana, LLC",1
Car World Group,1
Instant Cash Point,1
"Georgia Mortgage Resources, LLC",1
Thinkwallet Loans,1
"Harrington Law Firm, P.C.",1
"Rosen Harwood, P.A.",1
Aidenbaum Schloff and Bloom PLLC,1
States Resources Corp.,1
TOO STRONG Mortgage LLC,1
"RELIABLE FINANCIAL SERVICES, INC.",1
"America's Secure Home Loans, Inc.",1
4 RE Services llc,1
Reese Pyle Meyer PLL,1
PacWest Funding Inc,1
Capital Realty Professional LLC,1
Shop Your Own Corp,1
"Continental Credit, LLC",1
Southern Fidelity Mortgage Group of Huntsville,1
"BLACK HILLS CHILDREN'S RANCH, INC.",1
TOWER MORTGAGE CORPORATION,1
"Continental Collection Agency, Ltd.",1
"MedPlan Credit, LLC",1
Broadway Account Services,1
"CAPITAL SOLUTIONS MANAGEMENT, INC.",1
"A.L. Babbs and Associates, LLC",1
LoanStar Home Lending,1
Fairfax Lending Inc.,1
"BATON ROUGE FINANCIAL SERVICES, L.L.C.",1
"Prominence Capital Partners, LLC",1
"South Fork Funding, inc.",1
"Performance Settlement, LLC",1
16 Hands LLC. dba Fiducius,1
The Borrowing Club,1
"Family Mortgage, Inc",1
"Keowee Auto Sales, Inc.",1
"Foothills Mortgage Group, LLC",1
Greg King DBA Karma Consulting,1
"O'Currance, Inc.",1
"LORD MORTGAGE & LOAN, INC.",1
Rothberg Logan & Warsco LLP,1
SUPERIOR CAR CREDIT,1
Family Credit Management,1
American Billing & Collection,1
ACG FUNDING INC,1
"Coastline Capital Fund Management, LLC",1
South Coast Doc Prep,1
"Senior Management Group, Inc.",1
"Rapido Credit Repair, Inc.",1
Credit My Rent Inc,1
Smart Money Alliance,1
"Trebar Financial Services, Inc.",1
United Home Loan Services Inc.,1
"Grupo Estrella, LLC",1
Premium Security Inc.,1
"Fitzgerald Goldman & Associates, Inc.",1
"Columbus Capital Lending, LLC, Miami, FL Branch",1
"Westside Recovery Services, LLC",1
First Sun Financial Inc,1
"AZ Home Loans, LLC",1
Brentwood Pacific Financial,1
"Lender Services, Inc",1
AMERITRUST MORTGAGE CORPORATION,1
"LD Settlement Services, LLC",1
"Collection Specialists, Inc.",1
Beloin & Brown LLC,1
"Best Account Receivables Management Solutions, LLC",1
MIDCOUNTRY FINANCIAL CORP,1
"Kurt A. Holmes, PA",1
Law Office of Stephen Buckley PLLC,1
"Trinity Enterprises Partners, LLC",1
24/7 MORTGAGE CORPORATION,1
Law Firm of Karl Frankovitch,1
"Reliable Home Lenders, LLC",1
Prime Credit Corporation,1
"Peak Acceptance, LLC.",1
"TRT HOME LOANS, INC.",1
Layer2 Financial Inc.,1
"Marvel & Maloney, P.C.",1
"Vis Law, LLC",1
"HOUSTONIAN MORTGAGE GROUP, INC.",1
"A & A North American Financial, LLC",1
"American Trst Company, Inc.",1
"Preferred Capital Funding of Illinois, LLC",1
"Western Credit & Collection Service, Inc.",1
Zenith Financial,1
"DeBellis Financial Services, Inc.",1
Grads Financial,1
"Harrington, anderson & deblasio",1
Envision Funding Solutions,1
"Pitbladdo Botteron and Jarvis, LLC",1
Saba Commercial Services Corp dba Saba & Associates,1
WALTON FUNDING LLC,1
"The Schutzer Group, PLLC",1
"Thomas Kerns McKnight, LLP",1
Direct Account Management,1
"Kirkwood Law, LLC",1
ALLIED NATIONAL INC,1
Express Cash Mart Management,1
"Coastal Breeze Mortgage, LLC",1
"West Law Group, PLLC",1
"Professional Services of NY, Ltd.",1
Paradigm Capital Group,1
Meridian Title  Corporation,1
FIRST AMERICAN MORTGAGE TRUST,1
PROVINCE MORTGAGE ASSOCIATES,1
